时间戳,日期,时间,股票代码,操作类型,操作比例,当前价格,建议买入价格,建议卖出价格,预测数量,预测金额,持仓数量,可用资金,总资产,操作状态,备注
2025-12-24 17:53:50,2025-12-24,17:53:50,sz.002837,买入,100%,111.17,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 17:55:39,2025-12-24,17:55:39,sz.002851,买入,100%,94.29,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 17:57:50,2025-12-24,17:57:50,sh.600730,买入,100%,11.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 17:59:50,2025-12-24,17:59:50,sz.002241,买入,100%,28.99,,,,,100.00,47045.00,49944.00,预测,V11融合决策
2025-12-24 18:03:35,2025-12-24,18:03:35,sz.002475,买入,100%,59.29,,,,,100.00,43962.00,49891.00,预测,V11融合决策
2025-12-24 18:10:24,2025-12-24,18:10:24,sz.300499,买入,100%,31.40,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 18:17:05,2025-12-24,18:17:05,sz.300762,买入,100%,35.59,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 18:21:20,2025-12-24,18:21:20,sz.002706,买入,100%,10.09,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 18:25:55,2025-12-24,18:25:55,sz.301005,买入,25%,112.44,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 18:30:40,2025-12-24,18:30:40,sz.300153,买入,50%,30.81,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 18:34:43,2025-12-24,18:34:43,sh.603267,买入,25%,51.68,,,,,900.00,5450.00,51962.00,预测,V11融合决策
2025-12-24 18:39:20,2025-12-24,18:39:20,sh.603698,买入,100%,34.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 18:43:50,2025-12-24,18:43:50,sz.002025,买入,100%,45.94,,,,,500.00,27350.00,50320.00,预测,V11融合决策
2025-12-24 18:47:38,2025-12-24,18:47:38,sz.300726,买入,50%,56.25,,,,,300.00,37424.00,54299.00,预测,V11融合决策
2025-12-24 18:52:19,2025-12-24,18:52:19,sh.688208,买入,100%,36.57,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 18:56:33,2025-12-24,18:56:33,sh.118013,买入,50%,208.85,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 18:59:57,2025-12-24,18:59:57,sz.002335,买入,100%,56.91,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 19:03:44,2025-12-24,19:03:44,sz.002364,买入,100%,27.67,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-24 19:07:36,2025-12-24,19:07:36,sz.002518,买入,100%,51.64,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 04:47:16,2025-12-25,04:47:16,sz.301389,买入,100%,57.48,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 17:21:37,2025-12-25,17:21:37,sz.002706,买入,100%,10.44,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 17:23:43,2025-12-25,17:23:43,sh.688208,买入,100%,36.32,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 17:25:19,2025-12-25,17:25:19,sz.002241,买入,100%,28.73,,,,,100.00,47045.00,49918.00,预测,V11融合决策
2025-12-25 17:27:06,2025-12-25,17:27:06,sz.002475,买入,100%,59.43,,,,,100.00,43962.00,49905.00,预测,V11融合决策
2025-12-25 17:29:38,2025-12-25,17:29:38,sz.300499,买入,100%,31.50,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 17:31:40,2025-12-25,17:31:40,sh.603267,买入,100%,51.78,,,,,900.00,5450.00,52052.00,预测,V11融合决策
2025-12-25 17:33:46,2025-12-25,17:33:46,sz.002335,买入,100%,56.60,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 17:36:02,2025-12-25,17:36:02,sz.002851,买入,100%,92.47,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 17:37:52,2025-12-25,17:37:52,sh.118013,买入,50%,210.54,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 17:41:04,2025-12-25,17:41:04,sz.300153,买入,100%,30.37,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 17:43:41,2025-12-25,17:43:41,sz.300762,买入,100%,38.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 17:46:26,2025-12-25,17:46:26,sz.301005,买入,25%,134.93,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 17:49:24,2025-12-25,17:49:24,sh.603698,买入,25%,37.42,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 17:52:27,2025-12-25,17:52:27,sz.300726,买入,100%,55.86,,,,,300.00,37424.00,54182.00,预测,V11融合决策
2025-12-25 17:55:37,2025-12-25,17:55:37,sz.002025,买入,100%,47.87,,,,,500.00,27350.00,51285.00,预测,V11融合决策
2025-12-25 17:59:02,2025-12-25,17:59:02,sz.002837,买入,100%,110.81,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 18:02:43,2025-12-25,18:02:43,sh.600730,买入,100%,12.08,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 18:06:17,2025-12-25,18:06:17,sz.002364,买入,100%,27.01,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 18:10:02,2025-12-25,18:10:02,sz.002518,买入,100%,51.14,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 18:13:51,2025-12-25,18:13:51,sz.300274,买入,100%,167.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 18:18:35,2025-12-25,18:18:35,sh.601399,买入,100%,5.14,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-25 18:22:46,2025-12-25,18:22:46,sz.301389,买入,100%,56.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-26 00:43:45,2025-12-26,00:43:45,sh.601012,买入,100%,18.27,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-26 00:49:12,2025-12-26,00:49:12,sh.601012,买入,100%,18.27,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:20:16,2025-12-27,12:20:16,sz.002706,买入,100%,10.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:22:10,2025-12-27,12:22:10,sz.300811,买入,50%,72.89,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:24:14,2025-12-27,12:24:14,sh.688208,买入,50%,35.77,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:26:30,2025-12-27,12:26:30,sz.002241,买入,50%,28.24,,,,,100.00,47045.00,49869.00,预测,V11融合决策
2025-12-27 12:28:56,2025-12-27,12:28:56,sz.002475,买入,50%,58.40,,,,,100.00,43962.00,49802.00,预测,V11融合决策
2025-12-27 12:30:57,2025-12-27,12:30:57,sz.300274,买入,50%,181.08,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:33:40,2025-12-27,12:33:40,sz.300499,买入,100%,30.66,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:35:56,2025-12-27,12:35:56,sh.603267,买入,100%,52.35,,,,,900.00,5450.00,52565.00,预测,V11融合决策
2025-12-27 12:38:46,2025-12-27,12:38:46,sz.002335,买入,100%,55.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:41:41,2025-12-27,12:41:41,sz.002851,买入,100%,87.97,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:43:49,2025-12-27,12:43:49,sh.118013,买入,25%,204.47,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:47:01,2025-12-27,12:47:01,sz.300153,买入,100%,29.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:49:55,2025-12-27,12:49:55,sz.301389,买入,100%,56.41,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:53:03,2025-12-27,12:53:03,sz.300762,买入,100%,39.09,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 12:56:26,2025-12-27,12:56:26,sz.002025,买入,100%,49.16,,,,,500.00,27350.00,51930.00,预测,V11融合决策
2025-12-27 12:59:49,2025-12-27,12:59:49,sz.002837,买入,100%,110.59,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 13:03:48,2025-12-27,13:03:48,sz.300726,买入,100%,53.91,,,,,300.00,37424.00,53597.00,预测,V11融合决策
2025-12-27 13:07:27,2025-12-27,13:07:27,sz.002364,买入,100%,26.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 13:11:09,2025-12-27,13:11:09,sh.601012,买入,100%,19.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 17:31:02,2025-12-27,17:31:02,sz.002706,买入,100%,10.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 18:07:07,2025-12-27,18:07:07,sz.002706,买入,100%,10.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 18:10:45,2025-12-27,18:10:45,sz.002706,买入,100%,10.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 23:30:40,2025-12-27,23:30:40,sh.000001,持有,0%,11.54,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 23:32:18,2025-12-27,23:32:18,sz.002706,买入,100%,10.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-27 23:47:05,2025-12-27,23:47:05,sh.000001,持有,0%,11.54,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:04:46,2025-12-28,01:04:46,sh.000001,持有,0%,3963.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:06:14,2025-12-28,01:06:14,sz.002706,买入,100%,10.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:08:03,2025-12-28,01:08:03,sz.300811,买入,50%,72.89,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:10:02,2025-12-28,01:10:02,sh.688208,持有,0%,35.77,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:12:09,2025-12-28,01:12:09,sz.002241,持有,0%,28.24,,,,,100.00,47045.00,49869.00,预测,V11融合决策
2025-12-28 01:14:19,2025-12-28,01:14:19,sz.002475,持有,0%,58.40,,,,,100.00,43962.00,49802.00,预测,V11融合决策
2025-12-28 01:16:20,2025-12-28,01:16:20,sz.300274,买入,100%,181.08,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:18:46,2025-12-28,01:18:46,sz.300499,买入,100%,30.66,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:21:05,2025-12-28,01:21:05,sh.603267,买入,100%,52.35,,,,,900.00,5450.00,52565.00,预测,V11融合决策
2025-12-28 01:23:46,2025-12-28,01:23:46,sz.002335,持有,0%,55.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:26:34,2025-12-28,01:26:34,sz.002851,买入,100%,87.97,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:28:40,2025-12-28,01:28:40,sh.118013,持有,0%,204.47,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:31:40,2025-12-28,01:31:40,sz.300153,买入,100%,29.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:34:36,2025-12-28,01:34:36,sz.301389,持有,0%,56.41,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:37:25,2025-12-28,01:37:25,sz.300762,买入,25%,39.09,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:40:26,2025-12-28,01:40:26,sz.002025,持有,0%,49.16,,,,,500.00,27350.00,51930.00,预测,V11融合决策
2025-12-28 01:43:34,2025-12-28,01:43:34,sz.002837,买入,100%,110.59,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:47:07,2025-12-28,01:47:07,sz.300726,买入,100%,53.91,,,,,300.00,37424.00,53597.00,预测,V11融合决策
2025-12-28 01:50:21,2025-12-28,01:50:21,sz.002364,持有,0%,26.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 01:53:42,2025-12-28,01:53:42,sh.601012,买入,100%,19.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 13:28:34,2025-12-28,13:28:34,sh.000001,持有,0%,3963.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 13:30:08,2025-12-28,13:30:08,sz.002706,买入,100%,10.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 13:31:59,2025-12-28,13:31:59,sz.300811,买入,50%,72.89,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 13:33:58,2025-12-28,13:33:58,sh.688208,持有,0%,35.77,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 13:36:06,2025-12-28,13:36:06,sz.002241,持有,0%,28.24,,,,,100.00,47045.00,49869.00,预测,V11融合决策
2025-12-28 13:38:20,2025-12-28,13:38:20,sz.002475,持有,0%,58.40,,,,,100.00,43962.00,49802.00,预测,V11融合决策
2025-12-28 13:40:26,2025-12-28,13:40:26,sz.300274,买入,100%,181.08,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 13:42:51,2025-12-28,13:42:51,sz.300499,买入,100%,30.66,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 13:45:08,2025-12-28,13:45:08,sh.603267,买入,100%,52.35,,,,,900.00,5450.00,52565.00,预测,V11融合决策
2025-12-28 13:47:48,2025-12-28,13:47:48,sz.002335,持有,0%,55.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 13:50:39,2025-12-28,13:50:39,sz.002851,买入,100%,87.97,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 13:52:40,2025-12-28,13:52:40,sh.118013,持有,0%,204.47,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 13:55:36,2025-12-28,13:55:36,sz.300153,买入,100%,29.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 13:58:19,2025-12-28,13:58:19,sz.301389,持有,0%,56.41,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 14:01:06,2025-12-28,14:01:06,sz.300762,买入,100%,39.09,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 14:04:07,2025-12-28,14:04:07,sz.002025,持有,0%,49.16,,,,,500.00,27350.00,51930.00,预测,V11融合决策
2025-12-28 14:07:14,2025-12-28,14:07:14,sz.002837,买入,100%,110.59,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 14:10:43,2025-12-28,14:10:43,sz.300726,买入,100%,53.91,,,,,300.00,37424.00,53597.00,预测,V11融合决策
2025-12-28 14:14:09,2025-12-28,14:14:09,sz.002364,持有,0%,26.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 14:17:31,2025-12-28,14:17:31,sh.601012,买入,100%,19.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:12:32,2025-12-28,16:12:32,sh.000001,持有,0%,3963.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:13:59,2025-12-28,16:13:59,sz.002706,买入,100%,10.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:15:51,2025-12-28,16:15:51,sz.300811,买入,50%,72.89,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:17:49,2025-12-28,16:17:49,sh.688208,持有,0%,35.77,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:19:56,2025-12-28,16:19:56,sz.002241,持有,0%,28.24,,,,,100.00,47045.00,49869.00,预测,V11融合决策
2025-12-28 16:22:06,2025-12-28,16:22:06,sz.002475,持有,0%,58.40,,,,,100.00,43962.00,49802.00,预测,V11融合决策
2025-12-28 16:24:05,2025-12-28,16:24:05,sz.300274,买入,25%,181.08,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:26:30,2025-12-28,16:26:30,sz.300499,买入,100%,30.66,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:28:44,2025-12-28,16:28:44,sh.603267,买入,100%,52.35,,,,,900.00,5450.00,52565.00,预测,V11融合决策
2025-12-28 16:31:21,2025-12-28,16:31:21,sz.002335,持有,0%,55.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:34:00,2025-12-28,16:34:00,sz.002851,买入,100%,87.97,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:35:53,2025-12-28,16:35:53,sh.118013,持有,0%,204.47,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:38:50,2025-12-28,16:38:50,sz.300153,买入,100%,29.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:41:28,2025-12-28,16:41:28,sz.301389,持有,0%,56.41,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:44:19,2025-12-28,16:44:19,sz.300762,持有,0%,39.09,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:47:18,2025-12-28,16:47:18,sz.002025,持有,0%,49.16,,,,,500.00,27350.00,51930.00,预测,V11融合决策
2025-12-28 16:50:27,2025-12-28,16:50:27,sz.002837,买入,100%,110.59,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 16:56:29,2025-12-28,16:56:29,sz.300726,买入,100%,53.91,,,,,300.00,37424.00,53597.00,预测,V11融合决策
2025-12-28 17:01:56,2025-12-28,17:01:56,sz.002364,持有,0%,26.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 17:07:20,2025-12-28,17:07:20,sh.601012,买入,100%,19.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 17:09:43,2025-12-28,17:09:43,sh.000001,持有,0%,3963.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 17:11:51,2025-12-28,17:11:51,sz.002706,买入,100%,10.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 17:16:48,2025-12-28,17:16:48,sz.300811,买入,50%,72.89,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 17:21:53,2025-12-28,17:21:53,sh.688208,持有,0%,35.77,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 17:27:05,2025-12-28,17:27:05,sz.002241,持有,0%,28.24,,,,,100.00,47045.00,49869.00,预测,V11融合决策
2025-12-28 17:32:22,2025-12-28,17:32:22,sz.002475,持有,0%,58.40,,,,,100.00,43962.00,49802.00,预测,V11融合决策
2025-12-28 17:36:36,2025-12-28,17:36:36,sz.300274,买入,100%,181.08,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 17:42:03,2025-12-28,17:42:03,sz.300499,买入,100%,30.66,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 17:46:30,2025-12-28,17:46:30,sh.603267,买入,100%,52.35,,,,,900.00,5450.00,52565.00,预测,V11融合决策
2025-12-28 17:52:21,2025-12-28,17:52:21,sz.002335,持有,0%,55.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 17:58:14,2025-12-28,17:58:14,sz.002851,买入,100%,87.97,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 18:00:29,2025-12-28,18:00:29,sh.118013,持有,0%,204.47,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 18:03:38,2025-12-28,18:03:38,sz.300153,买入,100%,29.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 18:06:38,2025-12-28,18:06:38,sz.301389,持有,0%,56.41,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 18:10:03,2025-12-28,18:10:03,sz.300762,买入,100%,39.09,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 18:13:26,2025-12-28,18:13:26,sz.002025,持有,0%,49.16,,,,,500.00,27350.00,51930.00,预测,V11融合决策
2025-12-28 18:16:52,2025-12-28,18:16:52,sz.002837,买入,100%,110.59,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 18:20:52,2025-12-28,18:20:52,sz.300726,买入,100%,53.91,,,,,300.00,37424.00,53597.00,预测,V11融合决策
2025-12-28 18:24:27,2025-12-28,18:24:27,sz.002364,持有,0%,26.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-28 18:28:11,2025-12-28,18:28:11,sh.601012,买入,100%,19.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 16:56:30,2025-12-29,16:56:30,sh.000001,持有,0%,3963.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:01:26,2025-12-29,17:01:26,sz.002706,买入,100%,10.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:06:38,2025-12-29,17:06:38,sz.300811,买入,50%,72.89,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:11:48,2025-12-29,17:11:48,sh.688208,持有,0%,35.77,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:16:23,2025-12-29,17:16:23,sz.002241,持有,0%,28.24,,,,,100.00,47045.00,49869.00,预测,V11融合决策
2025-12-29 17:21:49,2025-12-29,17:21:49,sz.002475,持有,0%,58.40,,,,,100.00,43962.00,49802.00,预测,V11融合决策
2025-12-29 17:26:12,2025-12-29,17:26:12,sz.300274,买入,100%,181.08,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:32:04,2025-12-29,17:32:04,sz.300499,买入,100%,30.66,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:36:46,2025-12-29,17:36:46,sh.603267,买入,100%,52.35,,,,,900.00,5450.00,52565.00,预测,V11融合决策
2025-12-29 17:39:49,2025-12-29,17:39:49,sz.002335,持有,0%,55.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:42:52,2025-12-29,17:42:52,sz.002851,买入,100%,87.97,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:45:08,2025-12-29,17:45:08,sh.118013,持有,0%,204.47,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:48:11,2025-12-29,17:48:11,sz.300153,买入,100%,29.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:51:12,2025-12-29,17:51:12,sz.301389,持有,0%,56.41,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:54:20,2025-12-29,17:54:20,sz.300762,买入,100%,39.09,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 17:57:36,2025-12-29,17:57:36,sz.002025,持有,0%,49.16,,,,,500.00,27350.00,51930.00,预测,V11融合决策
2025-12-29 18:01:05,2025-12-29,18:01:05,sz.002837,买入,100%,110.59,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 18:05:00,2025-12-29,18:05:00,sz.300726,买入,100%,53.91,,,,,300.00,37424.00,53597.00,预测,V11融合决策
2025-12-29 18:08:32,2025-12-29,18:08:32,sz.002364,持有,0%,26.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 18:12:18,2025-12-29,18:12:18,sh.601012,买入,100%,19.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 20:19:31,2025-12-29,20:19:31,sz.300726,买入,100%,50.93,,,,,300.00,37424.00,52703.00,预测,V11融合决策
2025-12-29 20:23:00,2025-12-29,20:23:00,sh.000001,持有,0%,3965.28,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 20:27:57,2025-12-29,20:27:57,sh.000001,持有,0%,3965.28,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 20:30:09,2025-12-29,20:30:09,sz.002706,买入,100%,10.46,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 20:32:27,2025-12-29,20:32:27,sz.300811,持有,0%,72.89,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 20:35:08,2025-12-29,20:35:08,sh.688208,持有,0%,35.77,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 20:38:50,2025-12-29,20:38:50,sz.002241,持有,0%,28.24,,,,,100.00,47045.00,49869.00,预测,V11融合决策
2025-12-29 20:45:40,2025-12-29,20:45:40,sz.002475,持有,0%,58.40,,,,,100.00,43962.00,49802.00,预测,V11融合决策
2025-12-29 20:49:45,2025-12-29,20:49:45,sz.300274,买入,25%,181.08,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 20:54:26,2025-12-29,20:54:26,sz.300499,买入,100%,30.66,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 20:56:53,2025-12-29,20:56:53,sh.603267,买入,100%,52.35,,,,,900.00,5450.00,52565.00,预测,V11融合决策
2025-12-29 21:00:10,2025-12-29,21:00:10,sz.002335,持有,0%,55.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:03:30,2025-12-29,21:03:30,sz.002851,买入,100%,87.97,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:05:48,2025-12-29,21:05:48,sh.118013,持有,0%,204.47,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:09:25,2025-12-29,21:09:25,sz.300153,买入,100%,29.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:12:20,2025-12-29,21:12:20,sz.301389,持有,0%,56.41,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:15:35,2025-12-29,21:15:35,sz.300762,买入,100%,39.09,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:18:55,2025-12-29,21:18:55,sz.002025,持有,0%,49.16,,,,,500.00,27350.00,51930.00,预测,V11融合决策
2025-12-29 21:22:31,2025-12-29,21:22:31,sz.002837,买入,100%,110.59,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:27:48,2025-12-29,21:27:48,sz.300726,买入,100%,50.93,,,,,300.00,37424.00,52703.00,预测,V11融合决策
2025-12-29 21:31:40,2025-12-29,21:31:40,sz.002364,持有,0%,26.92,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:35:27,2025-12-29,21:35:27,sh.601012,买入,100%,19.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:43:49,2025-12-29,21:43:49,sh.000001,持有,0%,3965.28,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:45:29,2025-12-29,21:45:29,sz.002706,买入,25%,10.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:47:49,2025-12-29,21:47:49,sz.300811,持有,0%,72.23,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:50:23,2025-12-29,21:50:23,sh.688208,持有,0%,36.30,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 21:53:04,2025-12-29,21:53:04,sz.002241,持有,0%,28.26,,,,,100.00,47045.00,49871.00,预测,V11融合决策
2025-12-29 21:55:57,2025-12-29,21:55:57,sz.002475,持有,0%,58.22,,,,,100.00,43962.00,49784.00,预测,V11融合决策
2025-12-29 21:58:53,2025-12-29,21:58:53,sz.300274,买入,100%,175.72,,,,,0.00,50000.00,50000.00,预测,V11融合决策
